Date,Close,High,Low,Open,Volume
2024-02-26,91.29452514648438,92.54367684935288,91.2654763095482,92.3403276029978,7043800
2024-02-27,91.1492691040039,91.66249228664779,90.63605330916153,91.33325491264608,5356100
2024-02-28,90.0550537109375,90.99433878652992,89.83233366080471,90.80066757167499,5622400
2024-02-29,91.8948974609375,92.08856130451716,91.0040319599878,91.50756238597613,11221100
2024-03-01,90.20999145507812,91.57533843943676,89.96790797528816,91.45913570952904,7990800
2024-03-04,89.53215789794922,90.36492570241332,89.12545940399286,90.11315680185858,7321000
2024-03-05,88.33142852783203,89.25134287131341,88.18617695049231,89.18355978692848,7137300
2024-03-06,88.74781036376953,89.11577461498199,88.2345945386199,88.4573072158952,4826900
2024-03-07,88.0699691772461,88.85432469492834,87.450236044634,88.71875853390705,8792400
2024-03-08,88.17648315429688,88.63160127236141,87.73105044388092,87.75042125917805,7671500
2024-03-11,89.15450286865234,90.01631945820937,88.28300087140325,88.37015476502889,6702300
2024-03-12,89.47405242919922,89.78391897680973,88.32173274224081,89.08671739773577,9444900
2024-03-13,88.70907592773438,89.92917880326416,87.99251085573202,89.56120716503983,8254500
2024-03-14,88.75749969482422,88.80591196307493,87.54708217152235,88.21522762067944,8544800
2024-03-15,87.26625061035156,89.10607904438956,87.24687979587475,88.69938059398964,18133600
2024-03-18,88.1280746459961,88.53477313094491,87.66327110048192,87.87630575101751,7413900
2024-03-19,88.689697265625,88.9898857946432,87.9828176644752,88.11838381778617,5676500
2024-03-20,89.667724609375,89.69677344657731,88.62192214327996,88.88337645370468,5804400
2024-03-21,88.75749969482422,90.21967874375524,88.73812887728212,89.69677748715256,6287300
2024-03-22,87.83757781982422,88.87369492278866,87.2081592310397,88.83496067556167,6493800
2024-03-25,87.79883575439453,88.23459045604383,87.60517192330701,87.77947232640642,6903000
2024-03-26,87.49866485595703,88.11839805344054,87.3727840897753,88.09903462318277,6216100
2024-03-27,88.6025619506836,88.92211394718483,87.73105986377217,87.77947951941255,5863700
2024-03-28,88.49604797363281,89.31913043610906,88.40890145553882,88.88338307003414,6784300
2024-04-01,88.63160705566406,89.15450828578562,88.13775466258228,88.912424793385,4990200
2024-04-02,86.47222137451172,88.3507841417767,86.4044382961228,88.22490339271198,8276800
2024-04-03,85.89122772216797,86.9951279538282,85.84281545210017,86.76272984921619,6316400
2024-04-04,84.8454360961914,86.51096453447857,84.83575068665289,86.3076152609866,8057600
2024-04-05,84.09980010986328,85.1456025244373,84.08043668194965,85.11655368866606,7153300
2024-04-08,84.42903900146484,84.59365399898944,83.6253200543012,84.21600435158516,6322900
2024-04-09,84.37093353271484,84.82605166656379,83.57689999742576,84.42903859282006,6242700
2024-04-10,83.22830200195312,84.11917487160414,82.88938658905421,83.58658823147591,7413900
2024-04-11,83.17988586425781,83.57689893294496,82.5601527415743,83.27671777946432,6841600
2024-04-12,82.23091125488281,82.80223208531115,81.62086357054856,82.71507819451985,8591200
2024-04-15,82.47300720214844,83.63501246575933,82.23092369570479,82.69572727870961,9676900
2024-04-16,82.715087890625,83.46070920223863,81.74675389783997,82.13408897251439,8866800
2024-04-17,83.48007202148438,83.68342127194714,82.63761879430834,83.27672277102161,6870100
2024-04-18,84.39030456542969,84.8551007206552,83.32513870625272,83.70278835279909,11403300
2024-04-19,84.83573150634766,85.29084961032487,84.36124997547407,84.39029880971923,11898200
2024-04-22,85.38768768310547,85.80407157554048,84.57428332652934,85.29085576603256,8669000
2024-04-23,85.08750915527344,85.9977380692707,84.55492251319903,85.95900382368329,5670500
2024-04-24,85.93964385986328,86.12362968687125,84.19663967716205,84.3031570098717,7183900
2024-04-25,85.0584487915039,86.8886067143988,84.9035192044947,86.71430631163746,7284600
2024-04-26,85.45547485351562,86.42380884619003,84.6033435995709,84.6323924373028,7185300
2024-04-29,85.53294372558594,85.80407606268969,85.07782556496089,85.4457898242014,8522800
2024-04-30,85.68787384033203,86.1720408417385,84.41935866074377,84.83574257746542,14538400
2024-05-01,72.08277893066406,74.55202597897119,70.36882376551533,73.4190770725314,66610700
2024-05-02,72.55726623535156,72.7703008954029,71.02729675662117,72.52821739767221,23883400
2024-05-03,70.7948989868164,73.11890205307743,70.67869624777262,72.88649657498986,22153800
2024-05-06,70.591552734375,71.84070452792488,70.39788149440463,70.98856584766006,18632200
2024-05-07,70.20420837402344,70.54312376447568,69.52637759311895,70.54312376447568,21901300
2024-05-08,71.17254638671875,72.11183151427885,69.96212893116231,70.00086317627634,24482600
2024-05-09,73.28351593017578,73.36098442167813,70.75616365037689,71.24033064056361,18591500
2024-05-10,73.69990539550781,73.89356925106735,72.68315168431391,72.92523519766459,15761900
2024-05-13,73.76768493652344,74.40678153938019,73.39972067353332,73.80641918333326,10953600
2024-05-14,73.23509216308594,74.30026539191722,73.12857484020282,73.81609842892175,10961100
2024-05-15,73.30287170410156,73.62242365732634,72.934907489595,73.49654291263228,8826500
2024-05-16,73.44922637939453,73.7126642812671,72.64916867226367,73.36141870800462,10758500
2024-05-17,75.95673370361328,76.10308728331319,73.09798922970397,73.43947595310222,14436500
2024-05-20,75.6542739868164,76.4153036574582,74.84445730904028,75.79086867416996,11183800
2024-05-21,75.82989501953125,76.31773530406879,75.61524410331842,75.67378255543028,8916600
2024-05-22,78.75694274902344,79.04964247581648,75.55671142876305,75.81038303654651,22072200
2024-05-23,76.4055404663086,78.73741635410444,75.75183629307834,78.15200952070643,15841300
2024-05-24,76.95191955566406,77.29340622343699,76.21040033146352,76.59091511038922,10744400
2024-05-28,75.59574127197266,76.88363945325332,75.52744392311129,76.8738805623152,8833300
2024-05-29,75.01031494140625,76.41529725807086,74.96153538220912,75.22496584465796,9268100
2024-05-30,76.8446044921875,76.96168139761112,75.18594304144958,75.2249711578748,9296600
2024-05-31,78.26909637451172,78.3764218325253,76.69825006415155,77.15682112223648,12669700
2024-06-03,80.08386993408203,80.12289805353711,77.68369641648918,77.74223487374549,12443400
2024-06-04,80.7765884399414,81.40102335632936,79.90823340171906,79.97653073807864,12370000
2024-06-05,79.18624114990234,80.49364958218821,78.99110056339175,80.45462146488609,11275300
2024-06-06,79.48869323730469,80.91318590470999,78.9520659732112,79.1764757683371,9237800
2024-06-07,79.44966888427734,80.6204825873681,78.64961111693319,79.63505057407664,10852600
2024-06-10,79.61553192138672,79.85945206051098,78.87401261417044,79.50820646466389,8700800
2024-06-11,77.94711303710938,79.00084974318843,77.8105183652678,78.95206274159443,9024300
2024-06-12,77.44952392578125,78.23007138914295,77.25439078186696,78.04468969172778,8873400
2024-06-13,78.28860473632812,78.93255746817061,77.2543857421164,77.56660321832287,13947300
2024-06-14,77.71295928955078,78.4447197208199,77.18609088577477,78.0544460020393,7192400
2024-06-17,79.35209655761719,79.76188057957506,77.34218967324256,77.64465568894127,9845900
2024-06-18,78.24958038330078,79.722860159286,77.65441462756675,79.03988672345294,9664500
2024-06-20,77.78125762939453,78.81547667015012,77.73247062247687,77.87882419937772,10183900
2024-06-21,77.96662902832031,78.29835681123213,77.2348686842901,78.05443669655538,25650600
2024-06-24,77.791015625,78.12274344789859,77.24462944044343,78.05444610531052,7396600
2024-06-25,77.35195922851562,78.78621094698802,76.9519340406407,78.05445047379618,16177000
2024-06-26,77.2251205444336,77.35195634193343,76.47384231810175,77.07876696648628,10708100
2024-06-27,77.31291961669922,77.50806018018565,76.76654092663993,77.1275453862013,10289600
2024-06-28,75.95673370361328,76.96168353697912,75.7225724424048,76.80557851079091,13207500
2024-07-01,75.25424194335938,76.31773766738733,74.91275522237873,76.09332785425593,6767600
2024-07-02,74.96154022216797,75.33229616018085,74.42491292939087,75.2444884816457,8854100
2024-07-03,74.40541076660156,75.16644050624616,74.22002905530506,74.97129990386752,4906700
2024-07-05,74.20051574707031,74.41515923531631,73.58583217899675,74.38589000709425,9663100
2024-07-08,72.75650024414062,74.59077704697106,72.65893367532502,74.48345158811827,8871200
2024-07-09,70.98075866699219,72.8247942760286,70.96124833165685,72.81503538643507,11816900
2024-07-10,70.74659729003906,71.39054256881282,70.5904848322444,71.21491977571966,11132500
2024-07-11,71.51738739013672,71.71252052286226,70.32705592649604,70.58072751026887,12316100
2024-07-12,73.01018524169922,73.23458762391937,71.595443824833,72.00523535749407,10559300
2024-07-15,70.98075866699219,73.07847329849838,70.75634886945127,73.06871440890485,9064400
2024-07-16,73.67364501953125,73.67364501953125,69.80995069330471,70.45389602574964,14968700
2024-07-17,73.27360534667969,74.27855508829343,72.73698552857657,73.39068968852024,11567800
2024-07-18,72.38574981689453,73.2833742285108,72.01498640577066,72.64918031714073,10701000
2024-07-19,77.34219360351562,77.44951905908016,72.38574208733024,72.84431313495107,32965900
2024-07-22,74.68834686279297,76.56165167665635,74.16147848817171,76.42505699921955,18851500
2024-07-23,74.40541076660156,75.26400708550906,74.18100093482933,75.26400708550906,9592100
2024-07-24,72.86382293701172,74.62980233024771,72.21987020834008,74.51272542965415,10478200
2024-07-25,71.53690338134766,73.92731794354754,71.47836492567251,73.23458559059921,18973600
2024-07-26,72.24915313720703,73.19555708902834,71.91741785446203,72.04425365571171,12387100
2024-07-29,73.37117767333984,73.75169250939874,71.92717456312974,72.58087877442556,10864700
2024-07-30,74.09319305419922,74.20051852426549,73.02969724459325,73.419971004484,16163600
2024-07-31,76.0542984008789,79.26428840940737,75.90795226863841,77.61539328739704,18901100
2024-08-01,73.28336334228516,76.23967408207353,72.03449348662487,75.99575395576952,17307200
2024-08-02,74.03463745117188,74.80542597890243,73.09798501647258,73.28336670299755,15185700
2024-08-05,72.06376647949219,73.17604171809914,70.95149124088523,72.05400758965123,12372900
2024-08-06,73.53704833984375,74.14196553822015,72.04425079259524,72.12230702588643,10525500
2024-08-07,73.458984375,74.96153321037767,73.33214859214037,73.46874326409731,7297000
2024-08-08,73.90780639648438,74.29808013025279,72.98091279215521,73.24434328223379,8988300
2024-08-09,73.26385498046875,74.01513323460622,72.93212713910594,73.81024119543758,4683600
2024-08-12,75.15666961669922,76.52262383986915,74.43466811279504,74.66882935441365,13123000
2024-08-13,93.56776428222656,93.67508973599622,88.0941959153807,88.8064385334684,157215500
2024-08-14,91.61640167236328,93.52873458485021,89.20646961389788,93.07016355265942,45737800
2024-08-15,92.57257843017578,92.65063466957561,90.71879112947244,91.83106648743552,21109800
2024-08-16,93.06336212158203,93.88789113122273,91.58118546078815,91.64007771546171,16336300
2024-08-19,90.599609375,93.14189159317056,90.43273550271597,92.6118388262006,14479000
2024-08-20,91.29652404785156,92.09159941489156,90.4327310675198,90.58978705988626,11536200
2024-08-21,91.07076263427734,91.65970765838316,90.52108161029088,90.7861042500437,6769200
2024-08-22,90.72721099853516,91.11984350657724,90.07936623693939,90.96278750782352,10010300
2024-08-23,92.28791809082031,92.68055060916276,91.1198458970256,91.13947415296363,11483700
2024-08-26,93.8682632446289,94.16273952033107,92.44497871936828,92.46460697628847,13882800
2024-08-27,96.78353881835938,96.90133081290165,93.4952557313506,93.64249385231795,17456300
2024-08-28,93.54434204101562,96.89151753973562,92.64128501768185,96.41054664466722,14866300
2024-08-29,93.11244201660156,94.06457338743877,92.54312527070108,93.71120488921379,8781300
2024-08-30,92.82778930664062,94.16273538385339,92.70018692015795,93.24005008343921,7117200
2024-09-03,91.46339416503906,93.06336283631002,91.32597391051725,92.39588981912883,11234000
2024-09-04,90.6290512084961,92.2486555604661,90.27568271392656,91.64989269404785,7193500
2024-09-05,89.87322998046875,91.30633217562897,89.5198614952137,90.47199283110413,8370100
2024-09-06,89.47079467773438,90.46219009454182,88.51866326136746,89.81434532053626,9257000
2024-09-09,90.51126098632812,90.65849911008883,88.74442596772597,89.53950135165483,10089700
2024-09-10,91.62044525146484,91.7971295106532,89.4609776292448,90.42292692679086,7327000
2024-09-11,96.39090728759766,96.53814541003479,91.93455203780478,92.34681278955517,19302900
2024-09-12,97.45101165771484,97.480457784094,95.54674893754951,96.64611841836984,14658700
2024-09-13,96.75408935546875,97.67677455879391,96.6853792332323,97.30377033336033,9899900
2024-09-16,94.53572082519531,96.7835340608672,94.21180596159978,96.7050060683658,9263400
2024-09-17,94.66333770751953,94.7614939610069,93.44617619998134,94.71241208984216,6281700
2024-09-18,94.34923553466797,95.80196609540289,93.57378838192281,93.78973663823695,8793800
2024-09-19,95.11486053466797,96.88169552811634,94.55536166341635,96.16514815224001,8752600
2024-09-20,94.280517578125,95.27190541602276,93.5639627406579,95.06577504906852,19541000
2024-09-23,93.72102355957031,94.28052243838648,92.61183618503081,94.28052243838648,8382800
2024-09-24,92.70999145507812,94.05475531990552,92.45478669821259,93.71120469424655,8606800
2024-09-25,93.85845184326172,94.19218462918693,92.48424171961796,92.52350572187551,8632900
2024-09-26,95.67436218261719,97.32341271766688,95.21301954947201,96.68538583116488,9876800
2024-09-27,95.5663833618164,96.34183046407787,95.3995169887434,95.85104172762189,6319900
2024-09-30,95.69398498535156,95.89030497169637,94.63388701445663,95.59582873660004,6436400
2024-10-01,95.63509368896484,96.33201279755501,94.57498821864102,95.69398594103556,7171600
2024-10-02,94.72222900390625,95.21301775522183,94.10383787323175,95.04615137709662,6346000
2024-10-03,93.79954528808594,94.61425642590771,93.55415090841737,93.878073286902,5556400
2024-10-04,94.8007583618164,94.94799648709234,93.39710221335791,94.39830798531835,6818900
2024-10-07,94.31978607177734,94.74186473074994,93.60323863209715,94.41794982085584,7478900
2024-10-08,94.43756866455078,95.09522378030795,93.52470130654386,94.2805201615953,6595200
2024-10-09,94.11365509033203,94.702607625751,93.70139430661283,94.702607625751,3344800
2024-10-10,92.15049743652344,93.72102750314069,92.0327129237168,93.66212775789501,5459500
2024-10-11,93.78973388671875,94.19217677080852,92.27810362570898,92.40570600576825,4834800
2024-10-14,93.01428985595703,93.7701012672245,92.60202159733245,93.65231675519661,4124700
2024-10-15,93.28912353515625,94.20199088071098,92.82778092659694,92.92593717571043,6264100
2024-10-16,93.7013931274414,94.07438990484926,92.35662917212687,93.69157525494995,7537100
2024-10-17,93.51488494873047,94.41794193850077,93.03391407153808,93.57378469102892,5577300
2024-10-18,95.05596160888672,95.06577948077317,93.28912660026756,93.91733560184441,6178300
2024-10-21,94.67314147949219,95.40932456250174,94.12346050727436,95.16393020149856,3994300
2024-10-22,95.03633880615234,95.3995251983669,94.17255325163964,94.57499615596811,6670900
2024-10-23,95.85104370117188,95.91975382613677,91.96399772706816,92.14068197538387,18858800
2024-10-24,95.36026000976562,97.58843774218126,95.0657837506816,95.89031278281146,9828600
2024-10-25,95.5173110961914,96.15533801550141,94.65352552916468,95.42897270939162,9665600
2024-10-28,96.21422576904297,97.31359529375325,95.7528906226153,95.85104687741178,6790900
2024-10-29,95.59583282470703,96.243677574087,94.57499131858354,95.93938345445001,7664200
2024-10-30,95.52713012695312,96.34184131858281,95.01671307862236,95.57621200166534,9187200
2024-10-31,95.90011596679688,97.1761696752408,93.5934104066176,95.52711922362244,12011500
2024-11-01,97.04856872558594,97.96143608701409,95.57620249675611,95.80196112475855,8860200
2024-11-04,95.24246215820312,96.98966888304751,94.91853979087574,96.77372063816259,7049100
2024-11-05,95.30136108398438,95.67436534720997,94.37868327601704,95.07560244040907,6348300
2024-11-06,94.30996704101562,96.42036014238457,93.03391330841805,95.1835704080499,9708800
2024-11-07,94.34923553466797,94.90873443109898,93.99586702230708,94.29033579004629,6195200
2024-11-08,95.75289154052734,95.84122992403834,94.26088949348622,94.33941749361307,6118700
2024-11-11,98.4620361328125,99.54177736844959,96.14551264536887,96.19459451565855,10313300
2024-11-12,96.97986602783203,98.68780888719292,96.60686176177171,98.28535849251571,8438400
2024-11-13,97.96144104003906,98.09886129590393,94.45720953780045,95.55657158471936,8816300
2024-11-14,97.40193939208984,98.17737903305493,97.31359352219177,97.59825189810898,6441500
2024-11-15,97.20439910888672,98.98217007307566,96.77970979717284,97.87600063589556,8119900
2024-11-18,99.15995788574219,99.3673632647848,96.7204637293649,97.22416681284757,7044700
2024-11-19,97.13526916503906,99.06118906804386,96.98712032093665,98.55748601216098,9176200
2024-11-20,97.04638671875,97.53033258832988,95.91058893347348,96.78959588512738,7527700
2024-11-21,98.82415008544922,99.09081951775424,97.27354155795487,98.27106909276233,6760600
2024-11-22,101.23401641845703,101.29327294364481,98.53773149496183,98.76489406678735,6563300
2024-11-25,100.58216094970703,102.04388464576157,100.52290442661129,101.65870217531294,8839600
2024-11-26,99.43649291992188,100.82907396977473,99.22908755229116,100.73031058545008,6558300
2024-11-27,100.25624084472656,100.76981495159882,99.47599731809979,99.50562557914739,4857800
2024-11-29,101.19450378417969,101.23401064377242,100.01919920057543,100.11797011713878,3419300
2024-12-02,100.25624084472656,100.94759205304749,98.6364972693778,100.74018669055121,6103200
2024-12-03,100.31549835205078,100.8587082604687,98.65624790062154,99.84142356514396,7101500
2024-12-04,99.45623779296875,100.73030573433897,99.13031939390979,99.64389348876243,6151100
2024-12-05,98.00440216064453,100.04883505090896,97.96489530103037,99.7525373713842,7194800
2024-12-06,98.87353515625,99.37723822126758,97.22416324873436,97.70810911542627,6297000
2024-12-09,98.08341217041016,99.32785192372477,97.30316861671405,98.83402746203076,7271600
2024-12-10,96.94761657714844,98.02415022724962,96.73033262038892,97.91550824886987,8192500
2024-12-11,97.20439910888672,98.16241970985728,96.76983873387827,97.28341282622019,8007300
2024-12-12,96.61181640625,97.74761416367933,96.21675533386198,97.00687747863802,6375900
2024-12-13,96.21675872802734,96.86861065073694,95.74269145256899,96.13774500372979,5910900
2024-12-16,91.9698715209961,95.80194667535133,91.95011432260866,95.7525612145461,12395900
2024-12-17,90.95258331298828,92.77973980067195,90.91308398804956,91.86122602500355,8536100
2024-12-18,88.78964233398438,91.11061586525352,88.53285149649668,90.63654105259651,10886600
2024-12-19,87.6637191772461,90.44888879618735,87.57482685724801,89.12543534128334,14628400
2024-12-20,86.88347625732422,88.05878087741493,85.99459072680028,86.77483427386223,26477500
2024-12-23,86.36002349853516,86.79458389702128,85.23410433877385,86.41928002215526,11203700
2024-12-24,88.79952239990234,88.80939346427232,86.0933588001269,86.32052137841833,5422000
2024-12-26,90.72542572021484,90.91308141659985,88.26618214595061,88.26618214595061,7538700
2024-12-27,91.11061096191406,92.04887440219916,89.75752925719223,89.7772864548699,8200400
2024-12-30,89.46124267578125,90.19210078057264,88.73037703582644,90.16247251803783,8404500
